章节或编码,中文名称
BE12.0,操作后二尖瓣狭窄
BE12.1,操作后二尖瓣反流
BE12.2,操作后主动脉瓣狭窄
BE12.3,操作后主动脉瓣关闭不全
BE12.4,操作后三尖瓣狭窄
BE12.5,操作后三尖瓣反流
BE12.6,操作后肺动脉瓣狭窄
BE12.7,操作后肺动脉瓣反流
BE13,操作后真或假性动脉瘤
BE14.0,肺源性的移植主动脉瓣狭窄
BE14.1,肺源性的移植主动脉瓣关闭不全
BE14.2,肺源性的移植主动脉瓣心内膜炎
BE14.3,先天性心脏或大血管疾病相关的获得性异常
BE14.40,移植肺动脉瓣狭窄
BE14.41,移植肺动脉瓣关闭不全
BE14.42,移植肺动脉瓣心内膜炎
BE14.Y,其他特指的先天性异常修复后循环系统操作后疾患
BE14.Z,先天性异常修复后循环系统操作后疾患，未特指的
BE15,操作后肺动脉树并发症
BE16,操作后肺静脉并发症
BE17,操作后残留的或复发的心房间交通
BE18,操作后室间隔缺损并发症
BE19,操作后心室异常
BE1A,心脏移植相关的同种异体移植物冠状动脉血管病变
BE1B.0,乳房切除术后淋巴水肿综合征
BE1B.Y,其他手术引起的淋巴水肿
BE1C,异物引起的下腔静脉梗阻
BE1D,异物引起的上腔静脉梗阻
BE1E.0,操作后右心房穿孔
BE1E.1,植入装置引起的右心房侵蚀
BE1E.Y,其他特指的操作后右心房并发症
BE1E.Z,操作后右心房并发症，非特指的
BE1F.0,操作后左心房穿孔
BE1F.1,植入装置引起的左心房侵蚀
BE1F.Y,其他特指的操作后左心房并发症
BE1F.Z,操作后左心房并发症，未特指的
BE2Y,其他特指的循环系统疾病
BE2Z,循环系统疾病，未特指的
CA00,急性鼻咽炎
CA01,急性鼻窦炎
CA02.0,其他细菌引起的急性咽炎
CA02.10,腺病毒引起的咽炎
CA02.1Y,其他特指的急性病毒性咽炎
CA02.1Z,急性病毒性咽炎，未特指的
CA02.Y,其他特指的急性咽炎
CA02.Z,急性咽炎，未特指的
CA03.0,链球菌性扁桃体炎
CA03.Y,其他特指的急性扁桃体炎
CA03.Z,急性扁桃体炎，未特指的
CA04,急性咽喉炎
CA05.0,急性喉炎
CA05.1,急性气管炎
CA05.2,急性喉气管炎
CA05.Y,其他特指的急性喉炎或气管炎
CA05.Z,急性喉炎或气管炎，未特指的
CA06.0,急性梗阻性喉炎
CA06.1,急性会厌炎
CA06.Y,其他特指的急性梗阻性喉炎或会厌炎
CA06.Z,急性梗阻性喉炎或会厌炎，未特指的
CA07.0,急性上呼吸道感染， 部位未特指
CA07.1,多部位的急性上呼吸道感染
CA07.Y,其他特指的多部位和未特指部位的急性上呼吸道感染
CA07.Z,多部位和未特指部位的急性上呼吸道感染，未特指的
CA08.00,花粉引起的变应性鼻炎
CA08.01,其他季节性变应原引起的变应性鼻炎
CA08.02,屋尘螨引起的变应性鼻炎
CA08.03,其他变应性鼻炎
CA08.0Z,变应性鼻炎，未特指的
CA08.10,伴嗜酸细胞非变应性鼻炎
CA08.1Y,其他特指的非变应性鼻炎
CA08.1Z,非变应性鼻炎，未特指的
CA08.2,混合性鼻炎
CA08.3,血管舒缩性鼻炎
CA08.Y,变应性和非变应性混合性鼻炎
CA08.Z,鼻炎，未特指变应性或非变应性
CA09.0,慢性鼻炎
CA09.1,慢性鼻咽炎
CA09.2,慢性咽炎
CA09.Y,其他特指的慢性鼻炎、鼻咽炎或咽炎
CA09.Z,未特指的慢性鼻炎、鼻咽炎或咽炎
CA0A.0,Samter综合征
CA0A.Y,其他特指的慢性鼻窦炎
CA0A.Z,慢性鼻窦炎，未特指的
CA0B,隐匿性鼻窦综合征
CA0C,鼻或鼻窦囊肿或黏液囊肿
CA0D,鼻中隔偏曲
CA0E,鼻甲肥大
CA0F.0,扁桃体肥大
CA0F.1,腺样体肥大
CA0F.2,扁桃体石
CA0F.Y,其他特指的扁桃体或腺样体慢性疾病
CA0F.Z,扁桃体或腺样体慢性疾病，未特指的
CA0G,慢性喉炎或喉气管炎
CA0H.0,声带或喉麻痹
CA0H.1,声带或喉息肉
CA0H.2,声带结节
CA0H.3,喉水肿
CA0H.4,喉痉挛
CA0H.5,喉狭窄
CA0H.Y,其他特指的声带或喉疾病，不可归类在他处者
CA0H.Z,未特指的声带或喉疾病，不可归类在他处者
CA0J.0,息肉样鼻窦退行性变
CA0J.Y,其他特指的鼻息肉
CA0J.Z,鼻息肉，未特指的
CA0K.0,咽后或咽旁脓肿
CA0K.1,扁桃体周围脓肿
CA0K.Y,其他特指的上呼吸道脓肿
CA0K.Z,上呼吸道脓肿，未特指的
CA0L,气管运动障碍
CA0M,气管骨化
CA0N,气管软骨膜炎
CA0P,气管狭窄
CA0Q,气管软化
CA0R,鼻硬结病
CA0Y,其他特指的上呼吸道疾患
CA0Z,上呼吸道疾患，未特指的
CA20.0,急性非感染性支气管炎
CA20.10,单纯性慢性支气管炎
CA20.11,粘液脓性慢性支气管炎
CA20.12,混合的单纯性和粘液脓性慢性支气管炎
CA20.13,迁延性细菌性支气管炎
CA20.1Y,其他特指的慢性支气管炎
CA20.1Z,慢性支气管炎，未特指的
CA20.Y,其他特指的支气管炎
CA20.Z,支气管炎，未特指的
CA21.0,MacLeod综合征
CA21.1,全小叶型肺气肿
CA21.2,小叶中心型肺气肿
CA21.Y,其他特指的肺气肿
CA21.Z,肺气肿，未特指的
CA22.0,慢性阻塞性肺疾病伴急性加重，未特指
CA22.1,某些特指的慢性阻塞性肺疾病
CA22.Z,慢性阻塞性肺疾病，未特指的
CA23.00,变应性哮喘伴加重
CA23.01,变应性哮喘伴哮喘持续状态
CA23.02,变应性哮喘不伴并发症
CA23.0Z,变应性哮喘，未特指的
CA23.10,非变应性哮喘伴加重
CA23.11,非变应性哮喘伴哮喘持续状态
CA23.12,非变应性哮喘不伴并发症
CA23.20,阿司匹林性哮喘
CA23.21,运动性支气管痉挛
CA23.22,咳嗽变异性哮喘
CA23.30,未特指的哮喘伴加重
CA23.31,未特指的哮喘伴哮喘持续状态
CA23.32,未特指的哮喘不伴并发症
CA24,支气管扩张
CA25.0,典型性囊性纤维化
CA25.1,非典型囊性纤维化
CA25.2,亚临床囊性纤维化
CA25.Z,囊性纤维化，未特指的
CA26.0,慢性闭塞性细支气管炎
CA26.1,弥漫性泛细支气管炎
CA26.Y,其他特指的慢性细支气管炎
CA26.Z,慢性细支气管炎，未特指的
CA27.0,气管支气管骨化病
CA27.1,气管支气管肥大症
CA27.Y,其他特指的气管支气管炎
CA27.Z,气管支气管炎，未特指的
CA2Y,其他特指的下呼吸道疾病
CA2Z,未特指的下呼吸道疾病
CA40.00,肺炎衣原体引起的肺炎
CA40.01,大肠杆菌引起的肺炎
CA40.02,流感嗜血杆菌引起的肺炎
CA40.03,肺炎克雷伯菌引起的肺炎
CA40.04,肺炎支原体性肺炎
CA40.05,绿脓杆菌性肺炎
CA40.06,葡萄球菌引起的肺炎
CA40.07,肺炎链球菌引起的肺炎
CA40.08,β-溶血性链球菌引起的肺炎
CA40.0Y,其他特指的细菌性肺炎
CA40.0Z,细菌性肺炎，未特指的
CA40.10,腺病毒引起的肺炎
CA40.11,呼吸道合胞病毒引起的肺炎
CA40.12,副流感病毒引起的肺炎
CA40.13,人类偏肺病毒引起的肺炎
CA40.1Y,其他特指病毒性肺炎
CA40.1Z,病毒性肺炎，未特指的
CA40.20,肺孢子菌引起的肺炎
CA40.2Y,其他特指的真菌性肺炎
CA40.2Z,真菌性肺炎，未特指的
CA40.Y,其他特指的肺炎
CA40.Z,肺炎，未特指微生物
CA41.0,呼吸道合胞病毒引起的急性细支气管炎
CA41.Y,其他特指的急性细支气管炎
CA41.Z,急性细支气管炎，未特指的
CA42.0,链球菌引起的急性支气管炎
CA42.1,鼻病毒引起的急性支气管炎
CA42.2,呼吸道合胞病毒引起的急性支气管炎
CA42.3,副流感病毒引起的急性支气管炎
CA42.4,流感嗜血杆菌引起的急性支气管炎
CA42.5,柯萨奇病毒引起的急性支气管炎
CA42.Y,其他特指的急性支气管炎
CA42.Z,急性支气管炎，未特指的
CA43.0,肺坏疽或坏死
CA43.1,肺脓肿伴肺炎
CA43.2,肺脓肿不伴肺炎
CA43.3,纵隔脓肿
CA43.Y,其他特指的肺或纵隔脓肿
CA43.Z,肺或纵隔脓肿，未特指的
CA44,脓胸
CA45,呼吸道感染，不可归类在他处者
CA4Y,其他特指的肺部感染
CA4Z,肺部感染，未特指的
CA60.00,滑石尘肺
CA60.0Y,其他特指的含硅[矽]粉尘引起的尘肺
CA60.0Z,含硅[矽]粉尘引起的尘肺，未特指的
CA60.1,煤工尘肺
CA60.2,矿物纤维（包括石棉）引起的尘肺
CA60.3,与结核有关的尘肺
CA60.4,矾土肺
CA60.5,肺铁矾土纤维化
CA60.6,铍中毒
CA60.7,肺石墨纤维化
CA60.8,铁尘肺
CA60.9,锡尘肺
CA60.Y,其他特指的尘肺病
CA70.0,农民肺
CA70.1,蔗尘肺
CA70.2,好鸟者肺
CA70.3,软木尘肺
CA70.4,麦芽工尘肺
CA70.5,蕈工肺
CA70.6,枫树皮工尘肺
CA70.7,空调或加湿器相关肺疾病
CA70.Y,其他特指的有机粉尘引起的过敏性肺炎
CA70.Z,有机粉尘引起的过敏性肺炎，未特指的
CA71.0,吸入食物或呕吐物引起的肺炎
CA71.1,油或香精引起的肺炎
CA71.2,吸入血液引起的肺炎
CA71.3,类脂性肺炎
CA71.Y,其他特指的固体和液体引起的肺炎
CA71.Z,固体和液体引起的肺炎，未特指的
CA72,Mendelson综合征
CA7Y,其他特指的肺炎
CA7Z,肺炎，未特指的
CA80.0,棉尘肺
CA80.1,亚麻清铲工病
CA80.2,大麻尘肺
CA80.Y,其他特指的特定有机粉尘引起的气道疾病
CA80.Z,特定有机粉尘引起的气道疾病，未特指的
CA81.0,化学制剂、气体、烟雾或蒸气引起的支气管炎或肺炎
CA81.1,化学制剂、气体、烟雾或蒸气引起的肺水肿
CA81.2,化学制剂、气体、烟雾或蒸气引起的上呼吸道炎症，不可归类在他处者
CA81.Y,其他特指的吸入化学制剂、气体、烟雾或蒸气引起的呼吸性情况
CA81.Z,未特指的吸入化学制剂、气体、烟雾或蒸气引起的呼吸性情况
CA82.0,辐射引起的急性肺部表现
CA82.1,辐射引起的慢性或其他肺部表现
CA82.2,急性药物性间质性肺疾患
CA82.3,慢性药物性间质性肺疾患
CA82.4,曲霉菌所致变应性或过敏性情况
CA82.Y,其他特指的其他外部物质引起的呼吸性情况
CA82.Z,其他外部物质引起的呼吸性情况，未特指的
CA8Y,其他特指的外部物质引起的肺部疾病
CA8Z,外部物质引起的肺部疾病，未特指的
CB00,急性呼吸窘迫综合征
CB01,肺水肿
CB02.0,哮喘相关肺嗜酸性粒细胞增多症
CB02.10,特发性急性嗜酸性粒细胞性肺炎
CB02.11,特发性慢性嗜酸性粒细胞性肺炎
CB02.1Y,其他特指的特发性嗜酸性粒细胞性肺炎
CB02.1Z,特发性嗜酸性粒细胞性肺炎，未特指的
CB02.2,热带性肺嗜酸粒细胞增多症
CB02.Y,其他特指的肺嗜酸性粒细胞增多症
CB02.Z,肺嗜酸性粒细胞增多症，未特指的
CB03.0,急性间质性肺炎
CB03.1,肺纤维化合并肺气肿综合征
CB03.2,隐源性机化性肺炎
CB03.3,脱屑性间质性肺炎
CB03.4,特发性肺纤维化
CB03.5,淋巴细胞性间质性肺炎
CB03.6,呼吸性细支气管炎间质性肺病
CB03.Y,其他特指的特发性间质性肺炎
CB03.Z,特发性间质性肺炎，未特指的
CB04.0,弥漫性肺发育性疾患
CB04.1,肺淋巴管发育不良综合征
CB04.2,表面活性剂代谢疾患
CB04.30,特发性肺含铁血黄素沉着病
CB04.31,肺泡蛋白沉着症
CB04.3Y,其他特指的肺泡或肺泡周围情况
CB04.3Z,肺泡或肺泡周围情况，未特指的
CB04.4,肺毛细血管炎
CB04.5,脑-肺-甲状腺综合征
CB04.6,婴儿慢性肺炎
CB04.7,婴儿神经内分泌细胞增生
CB04.Y,其他特指的特发于婴儿或儿童期的原发性间质性肺病
CB04.Z,特发于婴儿或儿童期的原发性间质性肺病，未特指的
CB05.0,弥漫性肺泡损伤
CB05.1,结缔组织疾病相关性间质性肺病
CB05.2,肉芽肿疾病相关性间质性肺病
CB05.3,代谢疾病相关性间质性肺病
CB05.40,Churg-Strauss综合征引起的呼吸性疾患
CB05.41,显微镜下多血管炎相关呼吸疾患
CB05.4Y,其他特指的系统性血管炎相关性间质性肺病
CB05.4Z,未特指的系统性血管炎相关性间质性肺病
CB05.5,继发性肺含铁血黄素沉着症
CB05.Y,其他特指的系统性疾病相关的间质性肺疾病
CB05.Z,系统性疾病相关的间质性肺疾病，未特指的
CB06,肺泡微石症
CB07.0,结节性硬化症相关性淋巴管肌瘤病
CB07.1,散发性淋巴管肌瘤病
CB07.Y,其他特指的肺淋巴管肌瘤病
CB07.Z,肺淋巴管肌瘤病，未特指的
CB0Y,其他特指的主要影响肺间质的呼吸性疾病
CB0Z,主要影响肺间质的呼吸性疾病，未特指的
CB20,胸膜斑
CB21.0,自发性张力性气胸
CB21.1,其他自发性气胸
CB21.Y,其他特指的气胸
CB21.Z,气胸，未特指的
CB22.0,纤维素性纵隔炎
CB22.Y,"其他特指的纵隔疾病, 不可归类在他处者"
CB22.Z,"未特指的纵隔疾病, 不可归类在他处者"
CB23,膈疾患
CB24,乳糜性积液
CB25,胸膜纤维化
CB26,血胸
CB27,胸腔积液
CB2Y,其他特指的胸膜、膈或纵隔疾患
CB2Z,未特指的胸膜、膈或纵隔疾患
CB40.0,纤毛不动综合征
CB40.1,Young综合征
CB40.2,肺萎陷
CB40.3,间质性肺气肿
CB40.4,代偿性肺气肿
CB40.Y,其他特指的呼吸系统疾病
CB41.00,急性呼吸衰竭，I型
CB41.01,急性呼吸衰竭，II型
CB41.0Z,急性呼吸衰竭，未特指的
CB41.10,慢性呼吸衰竭，I型
CB41.11,慢性呼吸衰竭，II型
CB41.1Z,慢性呼吸衰竭，未特指的
CB41.20,呼吸衰竭，未特指，I型
CB41.21,呼吸衰竭，未特指，II型
CB41.2Z,呼吸衰竭，未特指的
CB60,气管造口术功能不全
CB61,手术后慢性肺功能不全
CB62,操作后的声门下狭窄
CB63,操作后气管狭窄
CB64,输血相关急性肺损伤
CB7Z,呼吸系统疾病，未特指的
DA00.0,唇炎
DA00.1,自身导致的唇外伤
DA00.2,唇色素异常
DA00.3,唇裂
DA00.Y,其他特指的唇疾患
DA01.00,口腔黏膜白斑病
DA01.01,毛状白斑
DA01.02,口腔游走性皮疹
DA01.0Y,其他特指的口腔上皮病变
DA01.10,口腔阿弗他溃疡或阿弗他样溃疡
DA01.11,口腔黏膜炎
DA01.12,慢性溃疡性口炎
DA01.13,多形性红斑伴口腔溃疡
DA01.14,药物性口腔溃疡
DA01.15,口腔溃疡
DA01.1Y,其他特指的口腔黏膜非感染性糜烂或溃疡性疾患
DA01.20,中心性巨细胞肉芽肿
DA01.21,口面部肉芽肿病
DA01.2Y,其他特指的口腔黏膜肉芽肿或肉芽肿样损害
DA01.30,口腔软组织的蜂窝组织炎或脓肿
DA01.3Y,其他特指的唇或口腔黏膜感染
DA01.40,口腔黏膜乳头状增生
DA01.41,义齿增生
DA01.42,口腔纤维上皮息肉
DA01.4Z,口腔黏膜刺激性增生，未特指的
DA01.Y,其他特指的口腔黏膜疾患
DA02.0,累及唇或口腔黏膜的遗传性或发育性疾患
DA02.1,口干燥症
DA02.2,口腔黏膜下纤维化
DA02.30,变应性接触性龈口炎
DA02.31,刺激性接触龈口炎
DA03.0,舌炎
DA03.1,地图舌
DA03.2,舌乳头萎缩
DA03.3,正中菱形舌炎
DA03.4,舌乳头肥大
DA03.5,巨舌
DA03.Y,其他特指的舌疾病
DA04.0,涎腺萎缩
DA04.1,涎腺肥大
DA04.2,涎腺炎
DA04.3,唾液腺脓肿
DA04.4,唾液腺结石病
DA04.5,唾液腺粘液囊肿
DA04.6,唾液分泌障碍
DA04.7,吞涎症
DA04.8,唾液腺分泌抑制
DA04.Y,其他特指的唾液腺疾病
DA04.Z,唾液腺疾病，未特指的
DA05.0,发育性牙源性囊肿
DA05.1,口区发育性非牙源性囊肿
DA05.Y,其他特指的口或面颈部囊肿
DA05.Z,口或面颈部囊肿，未特指的
DA06.0,颌骨炎症性疾病
DA06.1,颌骨牙槽骨炎
DA06.2,颌骨外生骨疣
DA06.3,Stafne下颌骨腔
DA07.0,氟化物相关性浑浊或损害
DA07.1,非氟性釉质浑浊症
DA07.2,釉质发育不全
DA07.3,牙形成障碍
DA07.4,牙根异常
DA07.5,牙骨质发育不良
DA07.60,出牙综合征
DA07.61,牙骨粘连
DA07.6Y,其他特指的牙萌出障碍
DA07.6Z,牙萌出障碍，未特指的
DA07.7,埋伏牙
DA07.8,阻生牙
DA07.Y,其他特指的牙发育或出牙疾患
DA07.Z,牙发育或出牙疾患，未特指的
DA08.0,龋病
DA08.10,牙过度磨耗
DA08.11,牙磨损
DA08.12,牙腐蚀
DA08.13,内部碎裂
DA08.14,牙病理性吸收
DA08.15,牙硬组织萌出后颜色改变
DA08.2,慢性牙损伤
DA08.3,非创伤性牙折断
DA08.4,牙齿沉积物
DA08.Y,其他特指的牙齿硬组织疾病
DA08.Z,牙齿硬组织疾病，未特指的
DA09.0,牙髓炎
DA09.1,牙髓坏死
DA09.2,牙髓脓肿
DA09.3,Phoenix脓肿
DA09.4,牙髓变性
DA09.5,牙髓异常硬化组织形成
DA09.60,根尖周脓肿伴有面部受累
DA09.61,"根尖周脓肿, 伴有窦道"
DA09.62,"根尖周脓肿, 不伴有窦道"
DA09.6Y,其他特指的根尖周脓肿
DA09.6Z,根尖周脓肿，未特指的
DA09.70,急性牙髓源性根尖牙周炎
DA09.71,慢性根尖牙周炎
DA09.7Y,其他特指的根尖周炎
DA09.7Z,根尖周炎，未特指的
DA09.8,牙根囊肿
DA09.Y,其他特指的牙髓或根尖周组织疾病
DA09.Z,牙髓或根尖周组织疾病，未特指的
DA0A.0,全身性疾病引起的牙脱落
DA0A.1,意外事故、拔除或局部牙周病引起的牙缺失
DA0A.2,无牙牙槽嵴萎缩
DA0A.3,牙根滞留
DA0A.Y,牙和支持结构其他特指疾患
DA0A.Z,牙和支持结构未特指的疾患
DA0B.0,变应性龈炎
DA0B.1,卡他性龈炎
DA0B.2,出牙性龈炎
DA0B.3,萎缩性老年性龈炎
DA0B.4,急性多发性龈脓肿
DA0B.5,牙龈发育性或后天性变形或情况
DA0B.6,冠周炎
DA0B.Y,其他特指的牙龈疾病
DA0B.Z,牙龈疾病，未特指的
DA0C.0,急性牙周炎
DA0C.1,侵袭性牙周炎
DA0C.2,牙周变性
DA0C.30,坏死性溃疡性牙周炎
DA0C.31,坏疽性口炎
DA0C.3Y,其他特指的坏死性牙周病
DA0C.3Z,坏死性牙周病，未特指的
DA0C.4,牙周脓肿
DA0C.5,线状齿龈红斑
DA0C.Y,其他特指的牙周病
DA0C.Z,牙周病，未特指的
DA0D.0,牙龈退缩
DA0D.1,牙龈增厚
DA0D.2,与创伤有关的牙龈或无齿性牙槽嵴损害
DA0D.3,低纤溶酶原血症
DA0D.4,棉卷性龈炎
DA0D.5,牙龈溃疡
DA0D.Y,牙龈或无齿性牙槽嵴的其他特指疾患
DA0E.00,小颌畸形
DA0E.0Y,其他特指的颌大小的主要畸形
DA0E.0Z,颌大小的主要畸形，未特指的
DA0E.1,颌-颅底关系异常
DA0E.2,牙弓关系异常
DA0E.3,牙齿位置异常
DA0E.4,食物嵌塞
DA0E.50,II类2分类错（牙合）
DA0E.51,安氏I类错（牙合）
DA0E.5Y,其他特指的错（牙合）
DA0E.5Z,错颌，未特指（牙合）
DA0E.6,牙面功能异常
DA0E.7,牙面机能异常疾患
DA0E.8,颞下颌关节疾患
DA0E.Y,其他特指的牙面畸形
DA0E.Z,牙面畸形，未特指的
DA0F.0,灼口综合征
DA0F.Y,其他特指的影响口颌面复合体的感觉障碍
DA0F.Z,影响口颌面复合体的感觉障碍，未特指的
DA0Y,其他特指的口颌面复合体疾病或疾患
DA0Z,口颌面复合体疾病或疾患，未特指的
DA20.0,食管梗阻
DA20.1,获得性食管憩室
DA20.2,食管蹼
DA20.30,自发性食管破裂
DA20.3Y,其他特指的食管穿孔
DA20.3Z,食管穿孔，未特指的
DA20.Y,其他特指的获得性食管解剖结构改变
DA20.Z,获得性食管解剖结构改变，未特指的
DA21.0,失弛缓症
DA21.1,食管颈段或食管上端运动障碍
DA21.20,高压蠕动
DA21.21,低压蠕动
DA21.22,痉挛性蠕动
DA21.2Y,其他特指的食管蠕动障碍
